kategorije,naslov,ocena,stevilo_glasov,avtor,lestvica,starost,stevilo_strani,mesec,datum,zaloznik,drzava,jezik
"['Children's Fiction', 'Children's General Story Books', 'Romance Books for Teenagers', 'Family']",The Boy Who Steals Houses,4.31,4185,C.G. Drews,"37,545",12-15,368,Nov,2020,Hachette Children's Group,United Kingdom,English

"['Children's Fiction', 'Adventure Books for Kids', 'Funny Books for Kids']",Gravity Falls Dipper's and Mabel's Guide to Mystery and Nonstop Fun!,4.37,2084,Stephanie Ramirez,"41,793",12-17,160,Oct,2014,Disney Press,United States,English

"['Classic Books & Novels', 'Adventure Books', 'Myth & Legend Told As Fiction', 'Classic Books for Children']",The Jungle Book (MinaLima Edition) (Illustrated with Interactive Elements),3.91,116749,Minalima,"13,013",9-12,256,Apr,2016,HarperCollins Publishers Inc,United States,English

"['Children's Fiction', 'Children's General Story Books', 'Horror & Ghost', 'Sci Fi Books for Kids', 'Fantasy Books for Kids']",Blood Promise : A Vampire Academy Novel,4.31,301565,Richelle Mead,"13,001",12-17,528,Jul,2011,Razorbill,United States,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Family', 'Historical', 'Natural History Books for Children', 'Transportation Books for Children', 'English Language: Reading Schemes']","I Survived the Sinking of the Titanic, 1912 (I Survived ",4.12,14156,Scott Dawson,"15,227",9-12,112,Jun,2010,Scholastic US,United States,English

"['Crime', 'Crime Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Thriller Books for Children', 'Mystery Books for Kids', 'Fantasy Books for Kids']",The Secret Commonwealth: The Book of Dust Volume Two : From the world of Philip Pullman's His Dark Materials - now a major BBC series,4.04,48975,Christopher Wormell,"16,229",12-15,736,Sep,2020,Penguin Random House Children's UK,United Kingdom,English

"['Contemporary Fiction', 'Romance', 'Romance Books', 'Children's General Story Books', 'Romance Books for Teenagers']",Lola and the Boy Next Door,3.92,161178,Stephanie Perkins,"12,851",12-17,368,Jul,2013,Penguin Putnam Inc,United States,English

"['Contemporary Fiction', 'Food & Drink', 'Children's General Story Books', 'School Stories', 'Family Issues', 'Pregnancy']",With the Fire on High : From the winner of the CILIP Carnegie Medal 2019,4.2,77186,Elizabeth Acevedo,"12,365",12-15,400,Sep,2019,Hot Key Books,United Kingdom,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids', 'Family', 'Funny Books for Kids']",The Princess in Black and the Perfect Princess Party,4.16,4213,LeUyen Pham,"57,993",12-17,96,Apr,2016,"Candlewick Press,U.S.",United States,English

"['Children's Health Books', 'Self-Esteem', 'Social Issues']",A Better Day : Your Positive Mental Health Handbook,4.38,26,Dr. Alex George,"1,582",12-15,224,Sep,2022,Hachette Children's Group,United Kingdom,English

"['Family', 'Children's Health Books', 'Sex Education', 'Self-Esteem', 'Relationships']",Growing Up for Boys,4.11,28,Kate Sutton,"45,895",12-17,288,Dec,2013,Usborne Publishing Ltd,United Kingdom,English

"['Classic Books for Children', 'Funny Books for Kids', 'School Stories']","The Wayside School Collection Box Set : Wayside School Is Falling Down, Sideays Stories from Wayside School, Wayside School Gets a Little Stranger",4.43,2623,Adam Mccauley,"13,034",9-12,608,May,2019,HarperCollins Publishers Inc,United States,English

"['Children's General Story Books', 'Horror & Ghost', 'Sci Fi Books for Kids', 'Fantasy Books for Kids', 'School Stories']",Vampire Academy (book 1),4.11,622401,Richelle Mead,"13,200",12-17,352,Jun,2009,Penguin Random House Children's UK,United Kingdom,English

"['Children's General Story Books', 'Funny Books for Kids']",Danger Is Everywhere: A Handbook for Avoiding Danger,3.96,697,Chris Judge,"12,995",12-17,256,Aug,2014,Penguin Random House Children's UK,United Kingdom,English

"['Adventure Books for Kids', 'Romance Books for Teenagers', 'Battles']",The Winner's Crime,4.1,62609,Marie Rutkoski,"13,143",12+,416,Mar,2015,Bloomsbury Publishing PLC,United Kingdom,English

"['Children's General Story Books', 'Romance Books for Teenagers', 'Family', 'Relationships']",P.S. I Still Love You,4.04,334545,Jenny Han,"13,094",12-17,352,May,2015,Simon & Schuster Books for Young Readers,,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Sci Fi Books for Kids', 'Society & Social Issues']",Divergent,4.15,3645202,Veronica Roth,"13,047",12-17,496,May,2011,HarperCollins Publishers Inc,United States,English

"['Nonfiction History Books for Kids', 'People & Places', 'History Books for Kids', 'Disability', 'Social Issues']",Who Was Helen Keller?,4.24,2643,Nancy Harrison,"15,403",9-12,112,Aug,2003,Grosset and Dunlap,United States,English

"['Graphic Novels, Anime & Manga', 'Graphic Novels, Anime & Manga', 'Children's Fiction', 'Fantasy Books for Kids', 'Funny Books for Kids']","So I'm a Spider, So What? Vol. 1 (light novel)",4.35,3046,Baba Okina,"16,135",12-15,224,Nov,2017,"Little, Brown & Company",United States,English

"['Graphic Novel & Manga Artwork', 'Graphic Novels: Manga', 'Graphic Novels: Manga', 'Sports Stories']","Haikyu!!, Vol. 44",4.77,2128,Haruichi Furudate,"4,956",12-15,192,May,2021,"Viz Media, Subs. of Shogakukan Inc",United States,English

"['Children's Fiction', 'Adventure Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids']",Rainbow Magic: Ally the Dolphin Fairy : The Ocean Fairies Book 1,4.06,791,Georgie Ripper,"46,032",12-17,80,Apr,2010,Hachette Children's Group,United Kingdom,English

"['Children's Fiction', 'Classic Books for Children', 'Children's General Story Books', 'Family']",Anne of Green Gables,4.3,901854,L. M. Montgomery,"57,197",9-12,336,Jan,1993,Random House USA Inc,United States,English

"['Juggling', 'Juggling', 'Diaries, Letters & Journals', 'Personal Development', 'Book & Paper Crafts', 'Scrapbook Keeping', 'Miscellaneous Items', 'Handicrafts', 'English Language: Reading & Writing Skills']",A Clockwork Reader Reading Journal,4.96,337,Hannah Azerang,"7,322",12-15,256,Jan,2022,DK,,English

"['Sci Fi Books for Kids', 'Fantasy Books for Kids', 'Traditional']",Ruin and Rising,4.02,436504,Leigh Bardugo,"7,291",12-17,432,Jun,2014,Henry Holt & Company,,English

"['Fantasy', 'Fantasy Books', 'Children's Fiction', 'Horror & Ghost', 'Fantasy Books for Kids', 'Funny Books for Kids', 'Graphic Novels']","That Time I Got Reincarnated as a Slime, Vol. 1",4.36,2926,Mitz Vah,"15,847",12-15,224,Dec,2017,"Little, Brown & Company",United States,English

"['Mystery Books for Kids', 'Funny Books for Kids', 'People & Places', 'Food & Cookery', 'Jokes & Humour']",The Missing Golden Ticket and Other Splendiferous Secrets,3.8,1024,Quentin Blake,"12,921",6-12,128,Sep,2010,Penguin Putnam Inc,United States,English

"['Children's Fiction', 'Nonfiction History Books for Kids', 'People & Places', 'History Books for Kids', 'Citizenship & Social Education', 'Social Issues']",Who Was Nelson Mandela?,4.22,755,Stephen Marchesi,"15,397",9-12,112,Jan,2014,Grosset and Dunlap,United States,English

"['Children's General Story Books', 'Romance Books for Teenagers', 'Family', 'Television & Film', 'Family Break-Up', 'Disability', 'Relationships']",The Falling in Love Montage,3.87,20232,Ciara Smyth,"5,665",12-15,400,Jun,2020,Andersen Press Ltd,United Kingdom,English

"['Graphic Novel & Manga Artwork', 'Graphic Novels: Manga', 'Graphic Novels: Manga', 'Sports Stories']","Haikyu!!, Vol. 43",4.78,2196,Haruichi Furudate,"13,806",12-15,216,Apr,2021,"Viz Media, Subs. of Shogakukan Inc",United States,English

"['Adventure Books for Kids', 'Mystery Books for Kids', 'Animal Stories', 'Funny Books for Kids', 'English Language: Reading Schemes']",Thea Stilton and the Dragon's Code (Thea Stilton ,4.25,8243,Thea Stilton,"13,205",9-12,176,Apr,2009,Scholastic US,United States,English

"['Children's Fiction', 'Classic Books for Children', 'Children's General Story Books', 'Family', 'Social Issues']",A Little Princess,4.21,294698,Adeline Yen Mah,"13,614",9-12,320,Apr,2008,Penguin Random House Children's UK,United Kingdom,English

"['Children's Fiction', 'Children's General Story Books', 'Historical']","Roll of Thunder, Hear My Cry",3.87,120741,Mildred Taylor,"7,920",12-17,224,Sep,1994,Penguin Random House Children's UK,United Kingdom,English

"['Children's Fiction', 'Children's General Story Books', 'Sci Fi Books for Kids', 'Romance Books for Teenagers']",Every Day,3.91,224006,David Levithan,"13,351",12-17,384,Aug,2013,HarperCollins Publishers,,English

"['Psychology', 'Child & Developmental Psychology', 'Advice On Parenting', 'Society & Social Issues']",Mind in the Making : The Seven Essential Life Skills Every Child Needs,3.86,1828,Ellen Galinsky,"13,293",12-17,400,May,2010,HarperCollins Publishers Inc,United States,English

"['Graphic Novel & Manga Artwork', 'Children's General Story Books', 'Funny Books for Kids', 'School Stories', 'Graphic Novels']",Big Nate Makes the Grade,4.49,8103,Lincoln Peirce,"13,214",9-12,224,Sep,2012,Andrews McMeel Publishing,United States,English

"['Children's Fiction', 'Children's General Story Books', 'Family', 'School Stories', 'Family Issues', 'Disability']",365 Days of Wonder: Mr. Browne's Precepts,4.28,11190,R. J. Palacio,"57,239",9-12,480,Aug,2016,Random House USA Inc,United States,English

"['Children's Fiction', 'Children's General Story Books', 'Horror & Ghost', 'Fantasy Books for Kids', 'Romance Books for Teenagers']",Breaking Dawn Special Edition,3.72,1580763,Stephenie Meyer,"13,031",12-17,720,Aug,2009,"Little, Brown & Company",United States,English

"['Sci Fi Books for Kids', 'Fantasy Books for Kids']",Half Bad,3.78,49479,Sally Green,"64,666",12+,416,Mar,2014,Penguin Random House Children's UK,United Kingdom,English

"['Thriller Books for Children', 'Mystery Books for Kids', 'Sci Fi Books for Kids', 'Romance Books for Teenagers']",A Thousand Pieces of You,3.9,55777,Claudia Gray,"17,482",12-17,384,Feb,2016,HarperCollins Publishers Inc,United States,English

"['Graphic Novels: Manga', 'Graphic Novels: Manga', 'Cartoons']","One Piece, Vol. 91",4.57,2201,Eiichiro Oda,"9,234",12-15,200,Aug,2019,"Viz Media, Subs. of Shogakukan Inc",United States,English

"['Graphic Novels, Anime & Manga', 'Graphic Novels, Anime & Manga', 'Adventure Books for Kids', 'Sci Fi Books for Kids', 'Graphic Novels']",Zita the Spacegirl,4.1,17833,Ben Hatke,"12,967",9-12,192,Mar,2011,Roaring Brook Press,United States,English

"['Contemporary Fiction', 'Science Fiction', 'Science Fiction', 'Fantasy', 'Fantasy Books', 'Fantasy Books for Kids']",Tales from Earthsea : The Fifth Book of Earthsea,4.08,24001,Ursula K. Le Guin,"13,063",12-17,320,Nov,2003,Orion Publishing Co,United Kingdom,English

"['Adventure Books for Kids', 'Animal Stories']",The Nine Lives of Montezuma,3.92,810,Michael Morpurgo,"13,320",9+,176,Mar,2017,HarperCollins Publishers,United Kingdom,English

"['Non-Fiction', 'Art', 'Drama', 'Television & Film', 'Cartoons']",Who Was Walt Disney?,4.18,4124,Nancy Harrison,"55,990",9-12,112,May,2009,Penguin Putnam Inc,United States,English

"['Children's Fiction', 'Romance Books for Teenagers', 'Family', 'Funny Books for Kids', 'School Stories']",Geek Girl,3.76,21576,Holly Smale,"68,123",11+,384,Jul,2015,HarperCollins Publishers,United Kingdom,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids', 'Science']",George's Secret Key to the Universe,4.03,7403,Garry Parsons,"13,396",9-12,336,May,2009,Simon & Schuster,United States,English

"['Children's General Story Books', 'Fantasy Books for Kids', 'Family', 'Family Issues', 'Death & Bereavement']",A Monster Calls : Inspired by an idea from Siobhan Dowd,4.35,248406,Jim Kay,"13,507",12-17,224,Mar,2013,"Candlewick Press,U.S.",United States,English

"['Children's Fiction', 'Funny Books for Kids', 'Graphic Novels']",Big Nate Goes for Broke,4.46,16320,Lincoln Peirce,"72,011",9-12,224,Jul,2012,HarperCollins Publishers,United Kingdom,English

"['Anthologies', 'Classic Books for Children', 'Traditional', 'Historical']",Illustrated Stories from Shakespeare,4.35,432,Various,"13,560",12-17,416,Apr,2014,Usborne Publishing Ltd,United Kingdom,English

"['Graphic Novels: Manga', 'Graphic Novels: Manga', 'Children's Fiction', 'Adventure Books for Kids', 'Sci Fi Books for Kids']",Sword Art Online Progressive 2 (light novel),4.28,1290,Reki Kawahara,"60,555",12-15,256,Jun,2015,"Little, Brown & Company",United States,English

"['Children's General Story Books', 'Adventure Books for Kids', 'Fantasy Books for Kids']",One Dark Throne,4.05,52756,Kendare Blake,"12,325",12-15,464,Sep,2017,PAN MACMILLAN,United Kingdom,English

"['Teaching Resources & Education', 'Teaching Resources & Education', 'Picture & Activity Books', 'English Language: Reading Schemes', 'English Language: Reading & Writing Skills', 'Children's Foreign Language Books']",Grade 3 Reading,4.11,27,Eno Sarris,"8,677",9-12,80,Jul,2012,"Kumon Publishing North America, Inc",United States,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'People & Places', 'Transportation Books for Children', 'English Language: Reading Schemes', 'Children's Foreign Language Books']",Race Around the World (Disney/Pixar Cars 2),3.53,175,RH Disney,"13,542",12-17,32,May,2011,Random House USA Inc,United States,English

"['Adventure Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids']",City of Heavenly Fire,4.4,356636,Cassandra Clare,"13,756",12-17,752,May,2014,Margaret K. McElderry Books,,English

"['English Language: Reading & Writing Skills', 'Dictionaries for Kids']",OXFORD ROALD DAHL DICTIONARY HARDBACK,4.46,116,Oxford University Press,"64,289",6-12,288,Sep,2016,Oxford University Press,United Kingdom,Spanish

"['Children's Fiction', 'Adventure Books for Kids', 'Sci Fi Books for Kids']",Star Wars Ahsoka,4.08,32186,E K Johnston,"12,350",12-15,384,Oct,2017,Disney Lucasfilm Press,,English

"['Children's Fiction', 'Classic Books for Children', 'Children's General Story Books', 'Family', 'Historical']",Farmer Boy,4.08,64196,Laura Ingalls Wilder,"13,816",9-12,384,Jul,2011,HarperCollins Publishers Inc,United States,English

"['Adventure Books for Kids', 'Mystery Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids']",Artemis Fowl and the Lost Colony,4.01,153356,Eoin Colfer,"13,875",9-12,320,Jun,2019,Penguin Random House Children's UK,United Kingdom,English

"['Children's General Story Books', 'Science', 'Space']",100 Things to Know About Space,4.48,191,Shaw Nielsen,"12,938",12-17,128,Dec,2016,Usborne Publishing Ltd,United Kingdom,English

"['Children's General Story Books', 'Thriller Books for Children', 'Mystery Books for Kids', 'Horror & Ghost', 'Fantasy Books for Kids', 'Family', 'School Stories', 'General Knowledge', 'Witches & Ghosts (Children's/YA)', 'Death & Bereavement']",Tunnel of Bones (City of Ghosts ,4.06,25595,Victoria Schwab,"45,890",12-15,272,Sep,2019,Scholastic,United Kingdom,English

"['Children's Fiction', 'Children's General Story Books', 'Adventure Books for Kids', 'Family', 'Historical', 'Bullying & Abuse', 'Family Issues', 'Siblings', 'Disability']",The War That Saved My Life,4.5,88233,Kimberly Brubaker Bradley,"13,427",9-12,352,Jun,2016,Penguin Putnam Inc,United States,English

"['Contemporary Fiction', 'Graphic Novels, Anime & Manga', 'Graphic Novels, Anime & Manga', 'Graphic Novels: Manga', 'Graphic Novels: Manga']",Scott Pilgrim: Scott Pilgrim and the Infinite Sadness v. 3,4.28,42322,Bryan Lee O'Malley,"9,411",12-15,192,May,2006,"Oni Press,US",United States,English

"['Graphic Novels, Anime & Manga', 'Graphic Novels, Anime & Manga', 'Graphic Novels: History & Criticism', 'Children's Fiction', 'Sci Fi Books for Kids', 'Traditional', 'Funny Books for Kids', 'Graphic Novels']",Asterix: How Obelix Fell Into The Magic Potion,3.9,1635,Albert Uderzo,"12,745",9-12,32,Sep,2010,"Little, Brown Book Group",United Kingdom,English

"['Children's Fiction', 'Art']",Complete Book Of Art Ideas,4.37,154,Various,"13,246",12-17,288,Sep,2009,Usborne Publishing Ltd,United Kingdom,English

"['Romance Books for Teenagers', 'Family', 'Family Issues']",Paper Princess : A Novel,3.94,132864,Erin Watt,"34,117",12-17,370,Jan,2017,DIVERSION BOOKS,United States,English

"['Picture & Activity Books', 'Mathematics & Numeracy']",Grade 4 Division,4.06,35,Michiko Tachimoto,"24,767",9-12,96,Jul,2008,"Kumon Publishing North America, Inc",United States,English

"['Adventure Books for Kids', 'Thriller Books for Children', 'Mystery Books for Kids', 'Sci Fi Books for Kids', 'Fantasy Books for Kids', 'Traditional']",The Enchantress : Book 6,4.24,43081,Michael Scott,"13,381",12-17,528,Jul,2013,Penguin Random House Children's UK,United Kingdom,English
